cui,drug_name
C0724079    ,uni-case
C0724080    ,uni-cenna
C1330580    ,uni-cof
C0724081    ,uni-cortrom
C0724083    ,uni-dur
C0724084    ,uni-ease
C1330587    ,unifed
C0724086    ,uni-fed
C0724087    ,uni-femlax
C3500599    ,uniferon
C0724115    ,unifiber
C0592228    ,unihep
C0724088    ,uni-hist
C0724089    ,uni-lan
C0724116    ,unilax
C0724091    ,uni-laxative
C0724092    ,uni-mint
C2940760    ,uni-multihist
C1331591    ,uni-otic
C1263212    ,uniparin
C0724117    ,unipen
C0724097    ,uni-perr
C0700814    ,uniphyl
C0724119    ,unipres
C2731271    ,uniprim
C0724098    ,uni-pro
C0724120    ,uniretic
C0724099    ,uni-sed
C0724121    ,uniserts
C0724122    ,unisom
C1263601    ,unisomnia
C0724100    ,uni-sport
C1699617    ,uni-tann
C1601170    ,uni-tex
C0041738    ,unithiol
C0939521    ,unithroid
C0724102    ,uni-tren
C1637824    ,unit-tex
C0724104    ,uni-tussin
C3892962    ,unituxin
C0724125    ,univasc
C0730931    ,univer
C1702971    ,univert
C1873886    ,unna-flex
C0772319    ,unoprostone
C4074415    ,uptravi
C1601133    ,uracd
C1813607    ,uracid
C0041917    ,uracil
C3883384    ,uralgic
C2370477    ,uramaxin
C4033612    ,uramit
C0041928    ,uranium
C0077857    ,urapidil
C0724127    ,urapine
C0595357    ,urdox
C0041942    ,urea
C0724131    ,ureacin-10
C0621574    ,ureacin-20
C1620492    ,urealac
C0728794    ,ureaphil
C0041946    ,urecholine
C2954408    ,urelief
C1171380    ,urelle
C0041964    ,urethane
C0724132    ,uretron
C0724134    ,urex
C2920500    ,uribel
C1813889    ,uricalm
C0041984    ,uridine
C0724136    ,uridon
C0724137    ,urimar
C0939522    ,urimax
C0595353    ,urimin
C0724139    ,urised
C0724140    ,urisedamine
C0724135    ,uri-sep
C0042049    ,urispas
C1170704    ,uristat
C2930068    ,uritact
C0724141    ,uritin
C1449730    ,urizid
C0724044    ,url-tannate
C2980819    ,urobiotic
C0724146    ,urobiotic-250
C3872111    ,uro-blue
C0724147    ,urocit-k
C0724148    ,urodol
C0310454    ,uroeze
C0524639    ,urofollitropin
C0724149    ,urogesic
C2242384    ,uro-ject
C0042071    ,urokinase
C2355962    ,uro-kp
C0724144    ,uro-kp-neutral
C4033614    ,urolet
C0308010    ,uro-mag
C4056539    ,urophen
C0724145    ,uro-phosphate
C0724152    ,uroplus
C1602508    ,urotoin
C1174734    ,uroxatral
C0724156    ,ursinus
C0724157    ,urso
C0178882    ,ursodeoxycholate
C0042105    ,ursodiol
C0592235    ,ursofalk
C0595215    ,ursogal
C3535833    ,ursolate
C1330590    ,usept
C1608841    ,ustekinumab
C2954636    ,ustell
C2342202    ,utac
C4058513    ,utibron
C2702175    ,uticap
C0724158    ,uticort
C1330591    ,utira
C3666421    ,utopic
C0724039    ,u-tri-lone
C2683464    ,utrona-c
C0939735    ,uvadex
C4529532    ,vabomere
C4519317    ,vaborbactam
C2948066    ,vagicaine
C0592238    ,vagifem
C0592239    ,vaginyl
C0592240    ,vagisil
C0733572    ,vagistat
C0724170    ,vagistat-1
C0249458    ,valacyclovir
C0700675    ,valbazen
C4078701    ,valbenazine
C3666714    ,valchlor
C0592241    ,valclair
C0969586    ,valcyte
C0913246    ,valdecoxib
C0592242    ,valenac
C0772179    ,valepotriate
C3503281    ,valerate
C0724171    ,valergen
C2937634    ,valertest
C0909381    ,valganciclovir
C1588188    ,valicot
C0042285    ,valine
C0724173    ,valisone
C0699187    ,valium
C0592243    ,vallergan
C0699938    ,valoid
C0724174    ,valomag
C1588156    ,valpax
C0080356    ,valproate
C0724175    ,valrelease
C1186767    ,valrox
C0068314    ,valrubicin
C0216784    ,valsartan
C0724176    ,valstar
C0592245    ,valtrex
C2980475    ,valtrum
C2722731    ,valturna
C0724177    ,valu-dryl
C0724179    ,valu-foam
C0724182    ,valuphed
C0724184    ,vanacet
C2979051    ,vanachol
C4237717    ,vanaclear
C2356070    ,vanacof
C3651925    ,vanacof-8
C3245118    ,vanacof-pe
C0724185    ,vanacon
C0042306    ,vanadium
C0724186    ,vanadom
C1170706    ,vanamide
C4237814    ,vanamine
C4019575    ,vanatol
C0724187    ,vanatrip
C0699072    ,vancenase
C0699073    ,vanceril
C0699052    ,vancocin
C0876207    ,vancoled
C0042313    ,vancomycin
C1641228    ,vandazole
C1121849    ,vandetanib
C2684040    ,vanex
C0724196    ,vanex-hd
C0724197    ,vanex-la
C0078032    ,vanillin
C0601893    ,vanillylamine
C0078034    ,vanillyl-n-nonylamide
C3244723    ,vaniply
C0939525    ,vaniqa
C1588661    ,vanos
C0724200    ,vanoxide
C0724201    ,vanoxide-hc
C0724202    ,vanquish
C0724203    ,vansil
C1617759    ,vanspar
C1637809    ,vantas
C0724204    ,vantin
C3663133    ,vaporex
C0078045    ,vaporub
C3666689    ,vaprino
C1698656    ,vaprisol
C0379473    ,vaqta
C0971579    ,vardenafil
C1569608    ,varenicline
C3696394    ,varithena
C0947706    ,varivax
C1700633    ,varizig
C4053548    ,varubi
C1256350    ,vasad
C1187031    ,vasaten
C0592246    ,vascace
C1254066    ,vascardin
C3486026    ,vascepa
C0206029    ,vascor
C0728774    ,vaseline
C0633761    ,vaseretic
C0148210    ,vasocidin
C0724211    ,vasoclear
C0724214    ,vasocon
C0148211    ,vasocon-a
C0724215    ,vasodilan
C1966214    ,vasolex
C3859720    ,vasostrict
C0308033    ,vasosulf
C0724216    ,vasotate
C0728763    ,vasotec
C0282236    ,vasoxyl
C1263573    ,vasyrol
C4291400    ,vaxchora
C3500122    ,vayacog
C3247604    ,vayarin
C3500140    ,vayarol
C3834226    ,vazculep
C1739193    ,vazobid
C3265210    ,vazobid-pd
C1170708    ,vazol
C1170705    ,va-zone
C2343934    ,vazotab
C1171484    ,v-cil-k
C0724160    ,v-dec-m
C3538527    ,vecamyl
C1743549    ,vectibix
C2608230    ,vectical
C0724218    ,vectrin
C0242531    ,vecuronium
C2742797    ,vedolizumab
C0724219    ,veetids
C1710622    ,velafermin
C0728761    ,velban
C1174739    ,velcade
C3713906    ,velcalcetide
C1174787    ,veletri
C0699948    ,velosef
C0042456    ,velosulin
C4079582    ,velpatasvir
C3696395    ,velphoro
C4056964    ,veltassa
C2926677    ,veltin
C4293363    ,vemlidy
C3192263    ,vemurafenib
C1170710    ,venastat
C4224858    ,venclexta
C0724223    ,vendone
C2920066    ,venelex
C4079830    ,venetoclax
C0078569    ,venlafaxine
C0529374    ,venofer
C1616215    ,venomil
C1602792    ,vental
C1541936    ,ventavis
C3473173    ,ventipulmin
C0592574    ,ventodisks
C0033744    ,ventolin
C0724228    ,ventuss
C0700191    ,vepesid
C4535521    ,veraciti
C1815469    ,veracolate
C0731004    ,veracur
C3275178    ,veraflox
C0078168    ,veralipride
C1948377    ,veramyst
C0042523    ,verapamil
C0724230    ,verazinc
C1813462    ,verdeso
C3834222    ,verdrocet
C1816306    ,veregen
C0724231    ,verelan
C0731006    ,veripaque
C2369052    ,veripred
C3464389    ,vermocks
C0699951    ,vermox
C0731007    ,verrugon
C4534831    ,verruguin
C3667672    ,verrustat
C0724234    ,versacaps
C3535782    ,versacloz
C0042553    ,versed
C2700159    ,versetamide
C1330596    ,versiclear
C0387288    ,verteporfin
C3282574    ,verticalm
C0731008    ,verucasep
C0724235    ,verv
C4529617    ,verzenio
C1262767    ,vesagex
C0595126    ,vesanoid
C1601338    ,vesicare
C0724236    ,vesprin
C3497693    ,vetadryl
C3663619    ,veta-k1
C3892965    ,vetaket
C0310496    ,vetalar
C4081467    ,vetalog
C3692568    ,vetameg
C4018656    ,vetasan
C3696401    ,veteribac
C3265005    ,veti-foam
C3154861    ,vetmedin
C2720148    ,vetoryl
C2927783    ,vetprofen
C4519481    ,vetraseb
C3709386    ,vetribute
C2747190    ,vetrimec
C4291404    ,vetrimycin
C4074406    ,vetripen
C3535813    ,vetromax
C0310510    ,vetropolycin
C3556157    ,vetstarch
C1589409    ,vetsulin
C3833145    ,vexa
C0724238    ,vexol
C1136812    ,vfend
C2917617    ,v-gan
C0724161    ,v-gan-25
C0724162    ,v-gan-50
C2756423    ,v-hist
C4478116    ,viabecline
C0876209    ,viadur
C0663448    ,viagra
C0724239    ,vi-atro
C0724256    ,vibal
C2722634    ,vibativ
C4026868    ,viberzi
C0699957    ,vibramycin
C0731009    ,vibramycin-d
C0724257    ,vibra-tabs
C3249565    ,viceton
C0724275    ,vicoclear
C0483514    ,vicodin
C0724280    ,vicoprofen
C0724281    ,vicotuss
C2732208    ,victoza
C3154650    ,victrelis
C0042646    ,vidarabine
C1563756    ,vidaza
C1601274    ,viden
C0731011    ,videne
C0592249    ,videx
C1602293    ,vidone
C0592250    ,vidopen
C0048044    ,vigabatrin
C1263587    ,vigam
C1330598    ,vigamox
C0592251    ,vigam-s
C2962550    ,viibryd
C2935023    ,vilanterol
C1530072    ,vilazodone
C1570906    ,vildagliptin
C2916924    ,vilofane
C0042665    ,viloxazine
C1962515    ,vimar
C3817377    ,vimizim
C2918032    ,vimovo
C2370095    ,vimpat
C0301408    ,vinbarbital
C0042670    ,vinblastine
C0148398    ,vinburnine
C0042674    ,vincamine
C0733847    ,vincasar
C0042679    ,vincristine
C0042682    ,vindesine
C0078257    ,vinorelbine
C0059752    ,vinpocetine
C3267274    ,viokace
C0702059    ,viokase
C0724285    ,vio-moore
C2948770    ,vionex
C0724286    ,vio-tex-hc
C0876768    ,vioxx
C0078299    ,viquidil
C0699565    ,vira-a
C0525004    ,viracept
C1170722    ,viractin
C0592253    ,viraferon
C0728726    ,viramune
C1589721    ,viranol
C3152635    ,virasal
C1330603    ,viravan-dm
C1965362    ,viravan-p
C1330605    ,viravan-t
C0731013    ,virazid
C1622085    ,virazole
C4283201    ,virbantel
C1101609    ,viread
C0042754    ,virginiamycin
C0724289    ,viridium
C0917828    ,virilon
C0728765    ,viroptic
C0592254    ,virormone
C0592787    ,virovir
C3505035    ,viroxyn
C2946529    ,virx
C1962053    ,visage
C4550921    ,visco-3
C0078343    ,viscoat
C0674810    ,visco-gel
C0939528    ,visicol
C0733853    ,visine
C1170723    ,visine-a
C0377786    ,visipaque
C0699962    ,visken
C2987716    ,vismodegib
C1949501    ,visonex
C1967819    ,visqid
C0724298    ,vistacon
C0724299    ,vistacot
C0724300    ,vistaject-50
C0731021    ,vista-methasone
C0936278    ,vistaril
C0724302    ,vistazine
C0286078    ,vistide
C4081007    ,vistogard
C1966218    ,vistra
C0724255    ,vi-sudo
C0876212    ,visudyne
C3496677    ,vitacilina
C0724318    ,vitadye
C0592257    ,vita-e
C3195255    ,vitafol-one
C3643598    ,vital-benz
C3643636    ,vital-chlor
C3643597    ,vital-ketodine
C0724361    ,vitapap
C3883385    ,vitapirena
C2345875    ,vita-respa
C2729919    ,vitazol
C3282172    ,vite20
C3858035    ,vitekta
C0724365    ,vitoxapap
C1615183    ,vitrase
C0724366    ,vitrasert
C0724367    ,vitravene
C0724368    ,vitrax
C0724369    ,vitron-c
C1601643    ,vitussin
C3538452    ,vituz
C2920236    ,vivacaine
C0042910    ,vivactil
C0724372    ,viva-drops
C1699266    ,vivaglobin
C0242532    ,vivalan
C0731025    ,vivapryl
C0724373    ,vivarin
C0724374    ,vivelle
C0876217    ,vivelle-dot
C1712071    ,vivitrol
C4059031    ,vivlodex
C0731026    ,vivotif
C0592259    ,viz-on
C0724163    ,v-lax
C3832917    ,vogelxo
C0592261    ,volmax
C0592262    ,volraman
C0699958    ,voltaren
C0592264    ,voltarene
C0724377    ,voltaren-xr
C0037502    ,voltarol
C1451362    ,voluven
C0148582    ,vontrol
C4290698    ,vonvendi
C1601800    ,vopac
C2974521    ,vorapaxar
C1707272    ,voraxaze
C0393080    ,voriconazole
C0672708    ,vorinostat
C2719416    ,vortex
C3661282    ,vortioxetine
C4518999    ,vosevi
C0084986    ,vosol
C1170728    ,vospire
C2723822    ,votrient
C4507236    ,voxilaprevir
C2746145    ,vpriv
C4056542    ,vraylar
C1330592    ,v-tann
C0728981    ,vumon
C1699197    ,vusion
C0724164    ,v.v.s.
C0724382    ,vytone
C1527845    ,vytorin
C1876807    ,vyvanse
C4520103    ,vyxeos
C4530529    ,vyzulta
C0724383    ,wakespan
C2940139    ,wal-act
C2962675    ,wal-dram
C2961547    ,wal-dryl
C2962730    ,wal-dryl-d
C3163528    ,wal-fex
C1876007    ,wal-finate
C2962734    ,wal-finate-d
C3692174    ,wal-finite
C2962740    ,wal-four
C1878815    ,wal-itin
C1589171    ,wallach
C2962773    ,wal-mucil
C1724033    ,wal-phed
C1724040    ,wal-profen
C1724066    ,wal-proxen
C3666779    ,wal-som
C2979225    ,wal-vert
C1723998    ,wal-zan
C2962566    ,wal-zyr
C1601611    ,warfaren
C0043031    ,warfarin
C1724344    ,warfaring
C1601608    ,warfin
C0592268    ,wartec
C3245168    ,wartrol
C0730650    ,waxsol
C0724388    ,waykup
C2365550    ,webcol
C0724389    ,wehamine
C0724390    ,wehdryl
C0724392    ,wehless
C0939530    ,welchol
C1602786    ,wellbid-d
C0085934    ,wellbutrin
C0592269    ,welldorm
C0043112    ,wellferon
C2948952    ,wellpatch
C1602493    ,wesorbide
C0724395    ,westcort
C0724396    ,westhroid
C0724397    ,westrim
C2946687    ,whiskcare
C0724401    ,wigraine
C2726511    ,wilate
C0724402    ,winrho
C0592142    ,winstrol
C0724410    ,wycillin
C0728782    ,wydase
C0724411    ,wygesic
C0041058    ,wymox
C0018313    ,wytensin
C1589100    ,xactdose
C4475895    ,xadago
C0593887    ,xalatan
C4529893    ,xalix
C3204573    ,xalkori
C0078595    ,xamoterol
C0699034    ,xanax
C0043314    ,xanthine
C0301387    ,xanthinol
C0592272    ,xanthomax
C3159309    ,xarelto
C3819128    ,xartemis
C4475463    ,xatmep
C2365691    ,xebcort
C1630672    ,xedec
C3505045    ,xeljanz
C0724419    ,xeloda
C1613485    ,xenaderm
C1564335    ,xenazine
C0732649    ,xenical
C0043339    ,xenon
C0872916    ,xenon-133
C2744602    ,xeomin
C4541574    ,xepi
C2920542    ,xerese
C4317582    ,xermelo
C2949325    ,xgeva
C4529471    ,xhance
C1711896    ,x-hist
C2740325    ,xiaflex
C0078622    ,xibornol
C1612488    ,xibrom
C1615611    ,xifaxan
C3859325    ,xigduo
C1100687    ,xigris
C4276112    ,xiidra
C3475060    ,ximino
C0043355    ,xipamide
C1657827    ,xirahist
C1637326    ,xirahistdm
C3247949    ,xl-dol
C1601752    ,xodol
C3643595    ,xofigo
C1174773    ,xolair
C1739451    ,xolegel
C2242357    ,xolex
C3663113    ,xolido
C2608517    ,xolox
C0876218    ,xopenex
C2980789    ,xoten
C3199341    ,xoten-c
C1602144    ,xpect
C1616725    ,xpect-at
C0078592    ,x-prep
C0724413    ,x-seb
C4238097    ,xtampza
C3496799    ,xtandi
C3872101    ,xtoro
C0724420    ,xtra-lax
C3819061    ,xulane
C4294565    ,xultophy
C0592274    ,xuret
C4051121    ,xuriden
C1637353    ,x-viate
C2370319    ,x-wax
C3154354    ,xyla-ject
C3834214    ,xylamed
C2586970    ,xylarex
C0043366    ,xylazine
C0043367    ,xylene
C3535882    ,xylenesulfonate
C3474300    ,xylishield
C3504801    ,xylitan
C0043369    ,xylitol
C3256878    ,xylitylglucoside
C0699094    ,xylocaine
C0730665    ,xylocaine+adrenaline
C0724432    ,xylocaine-mpf
C0724433    ,xylocaine-mpf-epinephrine
C0730666    ,xylocard
C0078643    ,xylometazoline
C0637460    ,xylon
C0724421    ,xylo-pfan
C0043375    ,xylose
C2342443    ,xyntha
C1962029    ,xyralid
C1170735    ,xyrem
C1311681    ,xyzal
C0939533    ,yasmin
C3154308    ,yervoy
C4530304    ,yescarta
C0724434    ,yf-vax
C0724438    ,yiero-gota
C0724439    ,yieronia
C3257319    ,yobine
C0700469    ,yocon
C0701972    ,yodoxin
C0724440    ,yohimar
C0724441    ,yohimbine
C0242545    ,yohimex
C0724442    ,yoman
C1312408    ,yondelis
C4291406    ,yosprala
C0724443    ,yovital
C0043431    ,ytterbium
C0043432    ,yttrium
C0043440    ,yutopar
C4256996    ,yuvafem
C1588789    ,zaclir
C3160695    ,zactran
C0878100    ,zaditen
C0876221    ,zaditor
C0592277    ,zadstat
C1235679    ,zaedoc
C0378466    ,zafirlukast
C0724448    ,zagam
C0012132    ,zalcitabine
C0251504    ,zaleplon
C3485624    ,zaltrap
C0593520    ,zamadol
C2356674    ,zamicet
C0595425    ,zanaflex
C0216660    ,zanamivir
C0595334    ,zanidip
C0724450    ,zanosar
C0592278    ,zantac
C0724457    ,zantryl
C2746783    ,zaptec
C0699966    ,zarontin
C0701383    ,zaroxolyn
C0724459    ,zartan
C3892969    ,zarxio
C0592279    ,zavedos
C1174772    ,zavesca
C1588894    ,zazole
C4080554    ,z-bum
C3464675    ,zcaine
C1601523    ,z-cof
C3665684    ,zeasorb
C0724460    ,zeasorb-af
C0043456    ,zeatin
C0078752    ,zeaxanthin
C0724461    ,zebeta
C0724462    ,zebutal
C3531451    ,zecuity
C0728796    ,zefazone
C1602832    ,zegerid
C0043458    ,zein
C4473517    ,zejula
C0733062    ,zelapar
C3192267    ,zelboraf
C1138594    ,zelnorm
C1330611    ,zemaira
C4081368    ,zembrace
C0724464    ,zemplar
C0591463    ,zemuron
C0592280    ,zenalb
C0281549    ,zenapax
C3556183    ,zenatane
C1876016    ,zenchent
C2732191    ,zeniquin
C2725181    ,zenpep
C4074413    ,zensa
C2918649    ,zentrip
C3644601    ,zenzedi
C4080455    ,zepatier
C0878116    ,zephiran
C0724470    ,zephrex
C3505644    ,zephrex-d
C0043465    ,zeranol
C3872109    ,zerbaxa
C0701312    ,zerit
C1711807    ,zerlor
C0724473    ,zeroxin
C2342817    ,zervalx
C0292855    ,zestoretic
C0678140    ,zestril
C0876223    ,zetacet
C3700964    ,zetamine
C0724474    ,zetar
C1170736    ,zetia
C3257734    ,zetonna
C0724475    ,zetran
C2920765    ,zflex
C2343782    ,zgesic
C4081175    ,z-guard
C1967864    ,zhist
C0252287    ,ziac
C0724476    ,ziagen
C1813780    ,ziana
C0211011    ,ziconotide
C0592281    ,zida-co
C0595105    ,zidoval
C0043474    ,zidovudine
C0149355    ,zilactin
C0724479    ,zilactin-l
C0081408    ,zileuton
C1259819    ,zilpaterol
C4529671    ,zilretta
C2722891    ,zimecterin
C0592282    ,zimovane
C0043480    ,zinacef
C4257005    ,zinbryta
C0043481    ,zinc
C1588025    ,zincaf
C0724487    ,zinca-pak
C0724488    ,zincate
C0043501    ,zinc-dtpa
C0308186    ,zincfrin
C0078805    ,zincon
C0728750    ,zinecard
C0592286    ,zinga
C1965286    ,zingo
C1588841    ,zinimin
C0733882    ,zinnat
C1949609    ,zinotic
C4291397    ,zinplava
C2343333    ,zinx
C3265256    ,zioptan
C1170737    ,ziox
C0078811    ,zipeprol
C0380393    ,ziprasidone
C2718625    ,zipsor
C0043506    ,zirconium
C2722652    ,zirgan
C0592287    ,zita
C3267296    ,zithranol
C2722126    ,zithranol-rr
C0678143    ,zithromax
C3485619    ,ziv-aflibercept
C3255815    ,zizyphus
C1614132    ,zmax
C3864949    ,zobuxa
C0678181    ,zocor
C1588605    ,zoderm
C2710372    ,zodryl
C0078836    ,zofenopril
C0206046    ,zofran
C3692735    ,zohydro
C0149473    ,zoladex
C0043513    ,zolazepam
C1738860    ,zolinza
C0528166    ,zolmitriptan
C0284660    ,zoloft
C0078839    ,zolpidem
